stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,wheelchair_boarding
1285,30141s,Corso Rosmini Via Savioli,,45.890912,11.038264,10101,1
1286,31071z,Corso Verona Ospedale,,45.882344,11.040383,10121,1
1287,31061x,Lizzanella Corso Verona,,45.875566,11.034069,10121,2
1289,31071x,Corso Verona Ospedale,,45.881066,11.039618,10121,2
1290,31711x,Via Vicenza Via Cartiera,,45.887155,11.050410,10101,2
1291,31711z,Via Vicenza Via Cartiera,,45.887187,11.051158,10101,2
1292,37011x,Chiusole,,45.925520,11.052171,17031,2
1293,37011z,Chiusole,,45.925390,11.053590,17031,2
1295,32561c,Costa Capolinea,,45.884218,11.072909,10101,2
1296,32651x,Sp.2 Loc. Beccache',,45.882087,11.071641,10101,2
1297,32051z,Marco Via Pinera,,45.847835,11.011729,10101,2
1298,32021z,Marco Centro,,45.844005,11.008642,10101,2
1299,32031z,Marco Chiesa,,45.841765,11.007814,10101,1
1300,32041z,Marco Via Alla Ghiffa,,45.840118,11.009467,10101,2
1301,32011c,Marco,,45.836852,11.011187,10101,
1302,32041x,Marco Via Alla Ghiffa,,45.840222,11.009562,10101,2
1303,32031x,Marco Chiesa,,45.841469,11.008280,10101,2
1304,32021x,Marco Centro,,45.843767,11.008608,10101,1
1305,32051x,Marco Via Pinera,,45.847568,11.011565,10101,2
1307,35121x,Nogaredo Via Zuccate,,45.912139,11.025270,15091,2
1308,35121z,Nogaredo Via Zuccate,,45.912212,11.025260,15091,2
1309,36021z,Nomi "Casa di Riposo",,45.927893,11.076791,16011,2
1310,16011,Nomi Piazza Springa,,45.928891,11.072083,16011,2
1311,30161-,Piazzale Orsi Stazione Fs,,45.890189,11.034268,10121,1
1312,30191-,Stazione Fs,,45.890593,11.034103,10101,
1313,31151e,Piazzale S.Giorgio Est,,45.895511,11.029590,10121,
1314,31151o,Piazzale S.Giorgio Ovest,,45.895699,11.028853,10121,
1315,31101z,Piazzale S.Maria Ospedale,,45.883438,11.040501,10121,1
1316,31101x,Piazzale S.Maria Ospedale,,45.883617,11.040936,10121,1
1318,31131x,Piazza Manifattura,,45.883923,11.021151,10101,
1319,31131z,Piazza Manifattura,,45.883838,11.020769,10101,
1320,30511-,Piazza Battisti,,45.890071,11.043905,10121,
1322,31141x,Piazza Podestà,,45.886586,11.045627,10121,
1323,30521-,Piazza S.Marco,,45.888708,11.045292,10101,
1324,38011x,Piazzo,,45.922256,11.033880,18041,1
1325,38011z,Piazzo,,45.922219,11.033930,18041,2
1326,37021x,Pomarolo Chiesa,,45.926469,11.045295,17031,2
1327,37021z,Pomarolo Chiesa,,45.926386,11.045656,17031,2
1328,17031,Pomarolo Via Degasperi,,45.926343,11.042438,17031,2
1329,37031z,Pomarolo Via Degasperi,,45.926217,11.042434,17031,2
1331,31171x,S.Ilario Sav,,45.908213,11.040561,10101,2
1332,31181-,S.Ilario Via Monti,,45.910990,11.040805,10101,2
1333,31171z,S.Ilario Sav,,45.908078,11.040655,10101,2
1334,32651z,Sp.2 Loc. Beccache',,45.882063,11.071731,10101,2
1335,32731z,Viale Dei Colli "Distributore",,45.887518,11.059252,10101,2
1337,32731x,Viale Dei Colli "Distributore",,45.887439,11.059539,10101,2
1338,32661x,Sp.2 Fr. Campolongo,,45.886995,11.063900,10101,1
1339,32671x,Sp.2 Noriglio,,45.884264,11.070321,10101,2
1340,32671z,Sp.2 Noriglio,,45.884371,11.069841,10101,2
1341,32661z,Sp.2 Fr. Campolongo,,45.886988,11.063992,10101,1
1342,32691x,Noriglio Via Dei Cimbri,,45.884696,11.069649,10101,2
1343,31201x,Lizzana Cristo,,45.866956,11.030830,10101,2
1347,31201z,Lizzana Cristo,,45.867259,11.030838,10101,1
1348,31211z,Lizzana Scuole Medie,,45.870236,11.031117,10121,1
1349,31211x,Lizzana Scuole Medie,,45.870623,11.031131,10121,1
1350,31221z,Lizzanella Ss.12,,45.875522,11.031820,10101,2
1351,31221x,Lizzanella Ss.12,,45.875686,11.032029,10101,2
1357,31281z,Via Benacense Via Fiume,,45.882042,11.038359,10121,1
1358,31281x,Via Benacense Via Fiume,,45.881993,11.038493,10121,1
1359,31261z,Via Benacense Parco Ferrari,,45.878073,11.033316,10101,1
1360,31271z,Via Benacense Scuole Dante,,45.879617,11.035042,10121,1
1361,31271x,Via Benacense Scuole Dante,,45.879709,11.035210,10121,1
1362,31261x,Via Benacense Parco Ferrari,,45.877921,11.033240,10101,1
1363,31311z,Via Cavour Via Riva,,45.887219,11.034765,10121,1
1364,31301x,Via Cavour,,45.887164,11.038516,10101,
1365,31311x,Via Cavour Via Riva,,45.887293,11.034162,10121,1
1366,31301z,Via Cavour,,45.887090,11.038239,10101,
1367,30171-,Via Cesari Stazione Fs,,45.890279,11.035656,10121,2
1369,31351z,Via Dante Borgo S.Caterina,,45.889593,11.040459,10121,2
1370,31361x,Via Dante Mon. All'alpino,,45.886730,11.040386,10121,2
1371,31361z,Via Dante Mon. All'alpino,,45.886067,11.040304,10121,2
1372,32751x,Viale Dei Colli Sc. Alberghiera,,45.891067,11.047187,10101,2
1373,32751z,Viale Dei Colli Sc. Alberghiera,,45.891046,11.047334,10101,2
1374,32741z,Viale Dei Colli S.Biagio,,45.890313,11.050116,10101,2
1375,32741x,Viale Dei Colli S.Biagio,,45.890265,11.050137,10101,2
1376,31401x,Via Driopozzo Bivio Solatrix,,45.899638,11.044449,10121,2
1378,31461-,Via Lungo Leno Destro,,45.884856,11.038584,10121,
1380,31431-,Via Giovannini,,45.907026,11.043152,10101,
1381,31491z,Via Magazol Via Cimarosa,,45.899835,11.039967,10121,2
1383,31501x,Via Manzoni "Dolomiti En.",,45.893370,11.036066,10121,2
1384,31501z,Via Manzoni "Dolomiti En.",,45.893369,11.036192,10121,2
1385,31241x,Via Balista,,45.894967,11.032629,10101,
1386,31241z,Via Balista,,45.894961,11.032736,10101,
1388,31511z,Via Manzoni Via Paoli,,45.892237,11.039368,10121,1
1389,31531x,Via Paoli Piazza 25 Aprile,,45.893116,11.040063,10121,1
1391,31533-,Via Paoli,,45.891431,11.040036,10101,
1392,31571x,Via Pasubio Via Unione,,45.887465,11.024940,10101,1
1393,31561x,Via Pasubio Viale Vittoria,,45.887211,11.030666,10101,1
1394,31561z,Via Pasubio Viale Vittoria,,45.887266,11.030140,10101,2
1395,31571z,Via Pasubio Via Unione,,45.887505,11.024735,10101,2
1397,31231z,Via A Prato,,45.893666,11.030579,10121,
1398,31611x,Via Puccini Via Perosi,,45.903786,11.045040,10121,1
1399,31601x,Via Puccini Via Donizetti,,45.901372,11.046218,10121,2
1400,31591x,Via Pellico Brione,,45.904569,11.042574,10101,2
1401,31641x,Via Saibanti,,45.888163,11.036726,10101,
1402,31641z,Via Saibanti,,45.888111,11.036705,10101,
1404,30151-,Piazzale Orsi Ist. Veronesi,,45.891328,11.034568,10121,1
1405,31421z,Via Tiella,,45.907669,11.043755,10101,
1408,31691x,Via Unione Scuole Degasperi,,45.885236,11.023280,10101,2
1409,31691z,Via Unione Scuole Degasperi,,45.885564,11.023168,10101,2
1410,31721x,Via Zeni "Meccatronica",,45.890466,11.032703,10101,2
1411,31721z,Via Zeni "Meccatronica",,45.891014,11.032712,10101,1
1412,31761x,Viale Trento Via Magazol,,45.899562,11.042139,10121,1
1413,31761z,Viale Trento Via Magazol,,45.899617,11.042205,10121,1
1414,31751x,Viale Trento Via Brione,,45.901770,11.041485,10121,1
1415,31751z,Viale Trento Via Brione,,45.901722,11.041664,10121,1
1416,31771x,Viale Trento Via Salvetti,,45.906610,11.040102,10101,2
1417,31771z,Viale Trento Via Salvetti,,45.906689,11.040209,10101,2
1418,31801z,Viale Vittoria Via Zotti,,45.885459,11.025869,10101,2
1419,31791z,Viale Vittoria Fucine,,45.886441,11.029401,10101,1
1420,31801x,Viale Vittoria Via Zotti,,45.885252,11.025382,10101,1
